username,tweet_processed,target
PinkNGreenJewel,@dagreatest3 dont feel lonely up here....im up here  you just have to get on it more,0
cnicoleprgirl,@triplemj91 signing up now so I can chat with you ,0
blutosolive,"Apparently, 10 out of 8 people have trouble with math. Heard that, dad?  ",0
aldenpolicar,eating menudo. my favorite! yum-yum. ,0
ameythakur,@MallikaLA Hisss trailer on your website is awesome!!! awaiting for the movie now ,0
Tammy24_7,Is excited about the CT book fair even though it's not even June yet. ,0
CharlesHair,Sleeping. Forcing myself up early to take a run. New lifestyle starts in 4 hours ,0
dreamarie03,@LuckyLibra101 i dont kno u bt tha shit ur sayin is real talk...some are cool bt others?...i'ma save my $9.99 for some otha shit. Fuqk em ,0
firetown,@MATT_369 Somebody needs to have a talk with her ,0
_AlexaJordan,I have total JBF hair and makeup  and it's awesome.,0
lilmisslauralou,just made a new slideshow ,0
hpdrrglover,Lauren gibson is.... Da da da..... *FUTURE LSMSA STUDENT* YAY!!! Now where's my prize?? ,0
prateekgupta,@crazytwism Marning Sar!! How are you ,0
Courtney_0_o,I love that ruthann is my bestie and does stuff for me ,0
blackarazzi,@LetoyaTG thanks babes.  I try  I will be so blacklisted before i even make my first film LOL!,0
Even_More_True,Is lactose intolerant. Just noticed. I only like soymilk anyway. ,0
jackielouise22,got some work done ,0
epcotx,"@denisefarabee  @GodChaserHank   With warm gratitude!  Thank you for your kind  friendship, fellow Twitterers! ",0
hxccuddler,Reading pride &amp; prejudice    ,0
iNeedDatDay26,@RaDollasHpc scratch club prime...club eden is where its at ,0
keithfries,@TaazKareem @OdisG Glad you thought it was funny. ,0
arnelrosales,searching about ISABELA ... ,0
tropical_life,"going  to s&amp;r alabang, craving for combo pizza and blue bunny cookie dough ice cream. ",0
Tiffster_,@UseYourIllusion haha thanks dude! you are pretty amazing yourself ,0
CaliBelle,@bigbooty1981 lolz...gurl...iono...we jus talk ish on here after a certain hour   U shud answer 1...if u aint shy,0
rawenhuang,Gloria is awesome  so r the Maggics,0
markwalters,"Question: If I melt dry ice, can I take a bath without getting wet? ",0
MiaCucina,"@KatherineD I did not check his account. I am heading off to bed, so will do later. ",0
joshua_w,@Alyson_Nicole thanks ,0
zyrafa,@Reds72 Silly .. of course you have Facebook! ,0
juma1210,has an interview in the city on Thursday. PTL. ,0
lesliepokita,@comeagainjen your nails look awesome ,0
taraw07,"taraw07@LiZAmtl @bethie138 @Etown_Jenn GEEZ...you make it hard, BUT still not cracking  unless I win the lottery then its on! LOL",0
nubeauti,@carmennc CUTE! but it doesn't have a price. ,0
thehappykid,"@akomuzikera thank you too.  that's true, when i write, a lyric is normally attached to a melody or even a harmony. i enjoy it a lot. ",0
ElvieGPR,Officially been up for 21 hours goodnight... ,0
yoseihana,@neverlight Fut-elle fructueuse en �tude? ,0
AlexisKnowles,G'night everyone. love ya.  @Passcooall good luck for tomorrow. ;),0
ElfEnvy,"@snoewhite26 Darn it, you caught me! Just kidding!  how about just fangirl, leave off the crazy part lol",0
wisequark,@rtmfd stop digging through radar ,0
gdanzer05,@ClawGee my sister can watch Dawsons Creek endlessly ...she can prob quote an entire episode ,0
MmeSteph,"Quite profound Mr.Cook,I must concur @danecook I want nothing more than to want nothing more. ",0
alyssaong,today is my day.. haha. 27 rules!! ,0
eyestrained07,"@officialcharice and Korea loves you.  BTW, do you recognize the boy in my avatar? heehee",0
zac_in_ak,so I take it by the joy in the tubes  is 3G? what kind of speed are you seeing other then @jmproffitt ,0
xonikilane,@jthawthorne its okay  just save me some ill be there in 3 weeks.,0
therealmigo,@anavalesmil If I'd have your cell phone I would call you... sorry. But you can give it to me and I'll take you the next time ,0
kLiStEr94,@ChAnNy_BoMbAnY channy!!!! hey hun! i have twitter now XD purkin lurrrve yooh!  ,0
theichod,Let see how far it comes ,0
heroonmyarm,@adrianelohr thanks so much  I hope yours was great too!,0
trancesonic,wish he was more punctual &amp; not lazy ,0
assrocket,@wisdomworld Ghandicon 2. Thanks for caring  ,0
YourChessCoach,"@ckinney Yes, it is a Cole thing!  He loves email too.  Thanks for tweeting with him!!",0
brysonisonfire,@nevershawnnever is tuesday ,0
SarcasticLeaves,@SecretLifeFAN22 I actually went out tonight with LaneTea and another friend.  Great fun.,0
amandanoyes,I'm putting lucas background in the story right now ,0
SusanKlein,@Jason_Pollock  cool pics ,0
SofaKing381222,"@nubbybuns Your mom is crazy.  ...well, my mom is. ",0
lissybear14,Bored at home cant wait for the weekend hope its as good as the last  [baby i cant get u off my mind&lt;3],0
LetoyaTG,@blackarazzi lol we all will b supporting u so tht black list might hav to turn white lol u got the blks following u babe I'm 1 ,0
Anne124,@nicolerichie U get all ur outer beauty from ur Mom. Gorgeous mother of urs.   Killer eyez too!,0
Christiegarcia,@Jotebro Tyvm!  God is good!! ,0
Divalexi0107,"But, I need proof that they're real by saying it on their Twitter accounts. ",0
stefeff,I got a hug from the cute lead singer of runner runner ,0
Djalfy,@IAMTHEMATRIX  ahahha i got a nice ass i have to admit the belly tho need to go.. hittin the gym tomorrow again ,0
SandiNJ,@BeachMomOf2 Very welcome! Happy to do it! ,0
MonstersInSF,"I heart chill D&amp;B especially at night! Thanks  rb@djilo: &quot;A little dnb, but mostly chill  &quot; ? http://blip.fm/~741rh",0
mhssuga06,Going to bed now ,0
sophistified,"@EstelleDarlings YW @drakkardnoir is on heavy rotation in my ride...that's the only reason why I remember! Not  a groupie, just a big fan ",0
GiovanniSummers,SORRY IM FEELING SPITEFUL TONIGHT.... SOME GIRLS WERE MENT TO JUST SMILE ,0
rusty_rebel,had a good day. Saw 2 movies in the theater. FO FREE! ,0
assrocket,@wisdomworld Gandhicon 2 - thanks for noticing  ,0
ShAnStEwArT1984,Finally made it home in the family car. . .lol. . .   Had a good night at my brother's house   *S. I. S.*,0
Netra,@ksavai.... nope nope  nuthing like reunion ! it was just @priyankawriting was asking me am i a gujju ,0
Dtechie,facebook suggests your friends friend believing you would know your friends friend ,0
aceshoney,@calbo would love to see a pic of the little fella ,0
geronimojr,@MrGeorgeLopez Q-Vole George ! Thanks for telling our story ,0
JillHenninger,Starting to get ready for Seattle - can't wait to see my girls  2 more days of work to go...,0
foxcek,@TabithaSnow lolz of course! Makes perfect sense now  I'll save the kissing for another night. Hard to distinguish the two in the dark,0
design_doll,"@HollywoodTan2U This weekend perhaps? Let a doll know, doll! ",0
kimmyiscool,Going to bed.. I hope i dream of lil wayne  yummmmyyyy!!!!,0
WeberJon,@EngineStudio You already know my vote is to (repair it and) keep it... ,0
waltfrance,@cutestmidget @kyliemac Ok. For picnics I'll make an exception. ,0
eng09,tonite was fun! cant wait til 2moro ,0
AshesOfLilies,sorry pplz if im not all there today.. to drugged up on pain killers to be my usual weird fun self.. should be back to normal soon ,0
Anali4rmAZ,@ashlieh I love the feelin of just getting home. ,0
tweetkarltweet,"  Answer: And the answer is: &quot;Metal Licker&quot;. Indeed, Metallica. Well done everyone ",0
SpicySammi,@mizzattitude702 aw you sound like chris crocker ,0
BlueEyed_Cat,gonna go on the web to check other tweets. and i was so close to actually walking all the way home ,0
Lufti,@feblub - There'd be 2 educations then. 1 should teach us how to make a living and the other how to live ,0
NancyDee_Online,LOL @vppatel2011 Lets work on it tomorrow! ,0
bigdee899,"@karlmageddon hahaha yeah, you can't rock tsinelas in snow. unless you wanna give up a few toes ",0
mezaflicks,Ok calling quits for tonight I accomplished a lot today ,0
tommygoodwitch,"Also, teims to toy around with profile. ",0
teenwrecko,"@RobertShu sorry, my mainland-issued visa has not expired yet ",0
FreakinAshily,I hate it when he leaves until I remember that I will see him again tomorrow ,0
MsSheryl,and her friends is planning to go to the beach on Thursday afternoon! ,0
arikfr,Just realized that pair programming is the programmers equivalent of the Jews' chavruta ,0
twishes,[-O] @alyandaj Look like u guys had fun  I wish I could give myself that bday shopping spree already xD St.. http://tinyurl.com/patl2d,0
carmelaisabel,listening to PARAMORE. ,0
Tinetinecb,Omg..just had the most delicious Japanese food ever!  Celes xoxo,0
twittletale,@Qab hmm  I would tell but then I wouldnt feel able to speak freely if the urge arises. I am horrible at twitter lol too neglectful so far,0
jessedup,@danecook Consider that gem mine now.  Don't sue. ,0
parisa15,learning how to make movies on Windows movie maker!!!!!!!!!! ,0
BillySalinas,All I did was hang out today haha ,0
Paqmane,You knew just what to say tonight .. ,0
tatianaenis,@peachez24 LOL. ,0
brittanyelaine,@HipHopPublicist you also need to figure out who you are going to take! ,0
sarahdiddle,3 inches? liar !!!!   ha ha ha ha ,0
startastic,"@kitsiepoo  i'm sure whatever it is, its awesome!",0
AshleighINSANE,Today was wonderful  i think the only thing i need in my life now is a boyfriend. Haha. :/,0
EmilyHeinz,www.stickam.com/emily_h     come talk to me! ,0
VivaLOLITA,"@AyYoDaph haha GOOD coz you know people talk ALREADY like I need that OUT  I'll do anything for my boyfriend, he knows that ",0
JTizzle829,"@HoyItsJosh nope, lakers are even. cavs are down. ",0
scenariogirl,have had a super amazing day today! wow. I've even surprised myself! ,0
Kabii_718,Good nite @ Dolce...sweated out the freshly washed hair but oh well...it was worth it ,0
_iDANCE19,@SU2C So fill me in on what you guys actually do.. I'd LOVE to help ,0
SaraMarie5,hmmm wow so me and jazz are gonna get some??? ,0
caseymattson,downloading more hip hop ,0
sallismoney,@Moni7dSHEGETDOE that's why I said its interesting that you took that stance lol!!! It'll blow over by tonight ,0
CD09,"Shall I try again??? :o) Need sleep, will try to read myself into a slumber. Goodnight. ",0
LeannaMarshall,@TheEllenShow ...and i've been watching you ever since waiting for my perfect moment of revenge! ,0
MavManager2000,"@JwinfrmSA Cool, Thanks man!  Good Night! ",0
jaydiebabe23,anyone know if they're making another xmen after Wolverine?!?! I cannot get enough of these movies ,0
scottfotki,@UhhhLidia nice in a &quot;they all look like they're thrown on the floor&quot; kind of way ,0
kristagodfrey,Up and about. Sophie fed and ready for her nap.  Glad it was a bit cooler last night.  Hanging baskets look great ,0
Lena_,@broodman  I can picture it,0
DJCuza,Munchin some chicken and drinkin a free A&amp;W  mmmm,0
choochootheband,"@antonmuller yeah, been working on a new tune. Tried some new stuff we didn't do before. Interesting. cannot yet say if it works ",0
Innusi,"@lancearmstrong 	 great video! dear Lance sleeps!  Rest well before today's stage?",0
jessrabbit,"Just found out the song from the Prius commercial I've been loving for weeks is by Petra Haden, whom I've been loving for years. ",0
MaXsiM,"was wondering why my computer acted very strange, took 10min to find out that the speed-fire button of the mice was active ",0
Fredgarrett,@gogoguerilla  I can't wait too see this ,0
sashainlight,Stick wars ,0
biancamichellee,"I'm so happy, andd I reely donoo whyyy  !",0
Zeltus,@chynabarbeedoll ur really beautiful and I dont even know ur name ,0
JudgePoody,@ruthiebaby31  I'm sure someone twitters with their twat.... LOL,0
John1117,"@Biddygirl Thanks! I'm home, and feeling somewhat better now ",0
shannnn,That was just a fab time! ,0
kateshoe66,@advisormackenzi I'm one of your new students going to Chile!  sweet ,0
Knot2serious,"@CellPhoneRepair Wow, it sounds like you really made the culinary rounds. hehe All of that sounds very good. ",0
littlelyss,@KristenjStewart @littlelyss  you pretty much rock ,0
markthompsontv,@trishie lol!! @emmanuelcarr @christy7840 Think we r goin' latin 2nt with the Ch.13 &quot;dance&quot;...we'll see ,0
smrtgirl,Won a hand. Cards since have been crap. ,0
amberooo,"BPHS Orchestra spring concert tomorrow night!  7:00 pm @ the PAC! Freefreefree! B there or B square! As Reuben says, &quot;It's instupituous!&quot;",0
phatba55,"@latt3girl blimey, u should've given me a bell ",0
hangintough,@skid_aries_skid soon enough boo. soon enough. ,0
stirlo,@kissability lol good find ,0
drschwarz99,@ASOS_Amy Hehe! Thanks amigo! Yesterday was a long hard day. But now in bella Roma! Off to the Vatican this morning  U dress the coolest!!,0
skygel,@patriciaco i love the jonas brothers too.. ,0
moatazr,Our current thinking is to launch Vufind once we grow the libray of object detectors to 151 -- i like prime numbers ,0
Jeenchee,@officialcharice wew.... how are you??? ,0
bora63,@vanessasim yummy naeng myun. Do you go to Palama? It's cheap and yummy ,0
neabristol,"@Bizzarrojo thats what I'm sayin!!  Good night, gotta get up early",0
bel_la,@Phillacoaster Agreed ,0
smalnr88,No reason not get involved cali...http://www.marriageequality.org  (via @FrankFay),0
xelavee,@HilzFuld Hope that helps a little. ,0
Mia_R,"@natesmom10 aww thanks nissy!  i may be sane, but i got lost during the waffle &amp; elliptical talk the past days. *shakes head in disbelief*",0
Kayleigh_Stack,Home finally...muscles hurt muchos :| oh but it was goood fun  year 12 '09. Boo yeah! Lawl.,0
iN0J,Today was a good ass day. Just got off work. Gotta go home and take notes. Then second final the next day ,0
echsizzles,Going out with my sister and @ayusapiy soon. Pretty exciting. Enjoy my holiday so much ,0
Katherineie,@emmmahh Na haha hes the man! ,0
tabitha_,Thank god for @_spell. Phew! Everyone needs to follow this one. They are my own personal grammer teacher. ,0
davecournoyer,"@JonoMLA Thanks Jono, but I'm going to (somewhat ironically) opt-out of your offer.   ",0
ginalu84,@SirJRB Awwww you. ,0
banana_lo,"@KayleeBaby13 aww kay! I wouldnt say love, but persue lust cuz it may turn into love. Right? ",0
